Order_ID,Order_Date,Customer_Name,Region,Category,Product,Quantity,Unit_Price,Sales,Profit
367,2025-05-04,Customer_97,West,Furniture,Desk,2,200,400,119.18
368,2025-09-03,Customer_140,West,Office Supplies,Stapler,1,100,100,23.44
369,2025-10-02,Customer_197,North,Office Supplies,Pen,4,800,3200,723.94
370,2025-03-27,Customer_145,North,Office Supplies,Marker,7,100,700,204.72
371,2025-08-09,Customer_67,North,Electronics,Laptop,4,500,2000,488.62
372,2025-10-13,Customer_115,South,Office Supplies,Marker,6,200,1200,218.25
373,2025-12-14,Customer_89,South,Office Supplies,Marker,1,200,200,20.6
374,2025-08-01,Customer_90,South,Electronics,Laptop,5,100,500,90.09
375,2025-04-16,Customer_122,East,Office Supplies,Stapler,2,200,400,95.54
376,2025-08-20,Customer_12,East,Furniture,Chair,2,20,40,10.67
377,2025-11-28,Customer_133,South,Electronics,Mouse,3,500,1500,172.84
378,2025-10-14,Customer_104,South,Furniture,Cabinet,3,50,150,33.14
379,2025-08-10,Customer_116,South,Furniture,Chair,10,200,2000,331.09
380,2025-12-27,Customer_193,East,Electronics,Mouse,2,500,1000,102.39
381,2025-10-02,Customer_51,East,Electronics,Keyboard,8,20,160,22.03
382,2025-09-08,Customer_157,West,Office Supplies,Paper,7,500,3500,367.96
383,2025-06-30,Customer_173,South,Furniture,Bookshelf,5,500,2500,524.59
384,2025-12-11,Customer_62,North,Electronics,Keyboard,5,20,100,12.03
385,2025-12-22,Customer_108,West,Electronics,Headphones,10,50,500,103.23
386,2025-08-05,Customer_143,South,Electronics,Monitor,3,200,600,86.13
387,2025-04-06,Customer_92,North,Furniture,Cabinet,1,200,200,22.01
388,2025-07-16,Customer_105,West,Office Supplies,Marker,8,200,1600,377.97
389,2025-08-16,Customer_145,North,Furniture,Desk,1,50,50,7.21
390,2025-05-21,Customer_44,East,Electronics,Headphones,8,500,4000,973.42
391,2025-09-11,Customer_147,North,Office Supplies,Marker,2,100,200,50.1
392,2025-07-07,Customer_140,West,Office Supplies,Pen,4,200,800,82.03
393,2025-12-01,Customer_116,North,Electronics,Keyboard,5,100,500,134.84
394,2025-02-14,Customer_54,South,Furniture,Chair,10,800,8000,1257.11
395,2025-12-30,Customer_158,South,Office Supplies,Stapler,3,50,150,38.85
396,2025-01-31,Customer_153,East,Office Supplies,Paper,9,50,450,68.04
397,2025-12-27,Customer_132,East,Furniture,Table,2,50,100,29.18
398,2025-07-30,Customer_180,South,Electronics,Keyboard,3,50,150,16.83
399,2025-06-14,Customer_37,West,Electronics,Monitor,10,800,8000,1112.94
400,2025-08-01,Customer_163,North,Furniture,Cabinet,2,200,400,77.37
401,2025-05-23,Customer_125,West,Office Supplies,Paper,6,500,3000,241.63
402,2025-02-17,Customer_17,East,Office Supplies,Stapler,9,200,1800,230.26
403,2025-08-08,Customer_83,East,Electronics,Monitor,5,100,500,100.2
404,2025-03-08,Customer_175,East,Office Supplies,Stapler,1,20,20,2.04
405,2025-08-24,Customer_113,South,Electronics,Laptop,8,20,160,47.71
406,2025-08-08,Customer_41,East,Electronics,Mouse,5,20,100,22.4
407,2025-05-09,Customer_14,South,Electronics,Keyboard,7,800,5600,824.39
408,2025-12-25,Customer_181,North,Electronics,Monitor,2,20,40,5.08
409,2025-02-09,Customer_133,South,Electronics,Headphones,8,20,160,13.08
410,2025-06-25,Customer_123,South,Electronics,Monitor,2,50,100,16.43
411,2025-02-22,Customer_77,East,Electronics,Keyboard,3,200,600,150.1
412,2025-03-10,Customer_136,North,Office Supplies,Notebook,10,20,200,42.85
413,2025-03-26,Customer_161,South,Furniture,Table,3,200,600,129.32
414,2025-08-15,Customer_36,North,Electronics,Laptop,2,500,1000,240.6
415,2025-06-29,Customer_64,South,Furniture,Table,5,800,4000,394.14
416,2025-10-11,Customer_200,East,Office Supplies,Marker,1,800,800,218.15
417,2025-04-16,Customer_192,South,Office Supplies,Marker,7,100,700,155.51
418,2025-05-03,Customer_62,North,Furniture,Cabinet,8,800,6400,1348.25
419,2025-09-28,Customer_34,East,Electronics,Keyboard,7,500,3500,604.06
420,2025-10-07,Customer_198,West,Office Supplies,Notebook,2,20,40,8.37
421,2025-01-08,Customer_16,North,Furniture,Desk,7,500,3500,500.6
422,2025-12-31,Customer_180,West,Office Supplies,Stapler,7,20,140,30.93
423,2025-10-03,Customer_22,East,Office Supplies,Notebook,5,20,100,19.25
424,2025-04-15,Customer_101,East,Electronics,Headphones,10,800,8000,1983.27
425,2025-11-29,Customer_179,East,Office Supplies,Pen,7,800,5600,1622.62
426,2025-05-03,Customer_112,North,Electronics,Mouse,2,200,400,85.88
427,2025-01-29,Customer_4,North,Furniture,Desk,3,800,2400,197.99
428,2025-09-12,Customer_43,East,Furniture,Bookshelf,6,50,300,73.49
429,2025-05-18,Customer_86,North,Office Supplies,Pen,7,100,700,136.67
430,2025-05-15,Customer_128,North,Office Supplies,Marker,8,500,4000,636.91
431,2025-09-13,Customer_41,East,Office Supplies,Notebook,5,20,100,27.67
432,2025-12-12,Customer_190,South,Office Supplies,Pen,9,20,180,16.14
433,2025-01-07,Customer_94,West,Electronics,Laptop,7,50,350,41.78
434,2025-01-19,Customer_83,South,Office Supplies,Stapler,4,200,800,225.19
435,2025-06-13,Customer_31,East,Furniture,Chair,9,800,7200,2004.67
436,2025-04-02,Customer_103,North,Electronics,Headphones,2,200,400,108.21
437,2025-06-09,Customer_3,West,Furniture,Chair,6,50,300,43.25
438,2025-06-05,Customer_119,South,Office Supplies,Marker,6,500,3000,881.43
439,2025-04-11,Customer_39,South,Office Supplies,Marker,1,200,200,17.05
440,2025-10-05,Customer_1,East,Furniture,Chair,7,800,5600,1343.93
441,2025-02-23,Customer_108,South,Electronics,Headphones,8,20,160,47.03
442,2025-03-14,Customer_12,North,Office Supplies,Paper,4,500,2000,341.74
443,2025-07-10,Customer_130,North,Furniture,Chair,3,800,2400,624.94
444,2025-02-08,Customer_112,North,Office Supplies,Marker,3,50,150,21.63
445,2025-06-11,Customer_116,East,Furniture,Table,5,50,250,24.11
446,2025-04-14,Customer_40,North,Electronics,Headphones,2,50,100,17.89
447,2025-06-10,Customer_198,East,Furniture,Chair,4,200,800,118.26
448,2025-05-16,Customer_176,South,Electronics,Laptop,5,800,4000,933.25
449,2025-01-21,Customer_24,South,Electronics,Keyboard,4,100,400,66.87
450,2025-01-26,Customer_45,East,Office Supplies,Paper,1,200,200,53.6
451,2025-10-12,Customer_25,South,Office Supplies,Marker,8,20,160,41.1
452,2025-03-13,Customer_200,North,Electronics,Laptop,4,50,200,24.72
453,2025-07-25,Customer_20,East,Furniture,Chair,1,20,20,2.47
454,2025-11-27,Customer_85,North,Furniture,Desk,2,20,40,11.49
455,2025-01-26,Customer_186,West,Electronics,Headphones,7,200,1400,121.08
456,2025-12-16,Customer_55,East,Furniture,Desk,3,100,300,42.47
457,2025-03-18,Customer_166,South,Electronics,Headphones,5,200,1000,170.64
458,2025-10-09,Customer_72,North,Furniture,Chair,7,50,350,60.28
459,2025-11-26,Customer_98,North,Office Supplies,Notebook,6,200,1200,239.75
460,2025-09-06,Customer_100,East,Furniture,Bookshelf,5,50,250,21.43
461,2025-11-02,Customer_15,East,Electronics,Laptop,8,500,4000,634.54
462,2025-10-27,Customer_64,North,Electronics,Mouse,4,100,400,78.96
463,2025-01-29,Customer_91,West,Electronics,Headphones,3,50,150,19.81
464,2025-06-12,Customer_181,North,Office Supplies,Paper,6,500,3000,611.98
465,2025-10-16,Customer_45,East,Electronics,Monitor,8,20,160,15.98
466,2025-04-30,Customer_135,North,Office Supplies,Notebook,8,20,160,24.48
467,2025-11-11,Customer_184,East,Electronics,Mouse,3,100,300,27.93
468,2025-03-17,Customer_135,North,Office Supplies,Notebook,6,20,120,19.46
469,2025-12-06,Customer_87,North,Furniture,Bookshelf,5,100,500,55.01
470,2025-03-22,Customer_167,West,Office Supplies,Stapler,6,50,300,70.67
471,2025-10-15,Customer_58,East,Office Supplies,Marker,10,50,500,81.62
472,2025-12-19,Customer_187,South,Furniture,Desk,1,800,800,230.97
473,2025-07-20,Customer_155,South,Office Supplies,Pen,6,500,3000,385.79
474,2025-10-17,Customer_85,South,Electronics,Monitor,2,50,100,15.63
475,2025-06-13,Customer_115,East,Electronics,Laptop,1,100,100,12.61
476,2025-12-21,Customer_28,East,Electronics,Keyboard,1,20,20,3.3
477,2025-08-03,Customer_97,West,Electronics,Monitor,6,500,3000,487.73
478,2025-09-03,Customer_116,South,Office Supplies,Notebook,2,20,40,5.8
479,2025-06-13,Customer_88,North,Furniture,Chair,3,200,600,69.24
480,2025-02-08,Customer_153,East,Office Supplies,Pen,10,200,2000,469.98
481,2025-08-09,Customer_41,West,Office Supplies,Notebook,1,20,20,3.06
482,2025-04-08,Customer_170,East,Furniture,Bookshelf,5,100,500,66.13
483,2025-01-26,Customer_40,West,Furniture,Bookshelf,1,100,100,8.08
484,2025-02-14,Customer_52,West,Furniture,Bookshelf,2,20,40,5.02
485,2025-11-23,Customer_30,West,Furniture,Chair,5,200,1000,183.61
486,2025-12-05,Customer_48,West,Furniture,Chair,6,200,1200,193.52
487,2025-08-17,Customer_120,West,Electronics,Keyboard,5,50,250,66.04
488,2025-10-16,Customer_22,North,Electronics,Mouse,6,500,3000,513.23
489,2025-10-29,Customer_100,North,Electronics,Headphones,9,200,1800,526.39
490,2025-12-18,Customer_122,South,Furniture,Bookshelf,5,20,100,16.69
491,2025-01-18,Customer_31,South,Office Supplies,Marker,8,50,400,115.52
492,2025-03-27,Customer_11,South,Electronics,Mouse,7,20,140,41.64
493,2025-08-11,Customer_82,East,Electronics,Mouse,2,20,40,6.62
494,2025-07-23,Customer_134,East,Office Supplies,Paper,8,20,160,40.49
495,2025-11-16,Customer_29,West,Office Supplies,Marker,7,50,350,39.41
496,2025-10-29,Customer_145,North,Office Supplies,Pen,2,100,200,54.17
497,2025-06-26,Customer_168,West,Furniture,Table,8,500,4000,855.89
498,2025-01-20,Customer_37,West,Electronics,Keyboard,10,500,5000,1148.89
499,2025-07-25,Customer_177,East,Electronics,Monitor,4,20,80,19.53
500,2025-05-18,Customer_78,East,Furniture,Chair,5,100,500,132.71
501,2025-12-23,Customer_35,South,Office Supplies,Pen,5,800,4000,709.94
502,2025-06-14,Customer_49,North,Furniture,Cabinet,8,50,400,112.38
503,2025-07-28,Customer_15,East,Office Supplies,Stapler,9,50,450,42.5
504,2025-12-30,Customer_200,South,Office Supplies,Stapler,9,500,4500,388.66
505,2025-04-09,Customer_9,South,Electronics,Laptop,8,20,160,45.11
506,2025-12-27,Customer_119,East,Electronics,Keyboard,9,200,1800,395.62
507,2025-03-05,Customer_96,South,Office Supplies,Pen,8,500,4000,712.57
508,2025-08-31,Customer_89,East,Office Supplies,Marker,3,100,300,73.43
509,2025-12-19,Customer_99,North,Electronics,Keyboard,1,50,50,13.39
510,2025-04-20,Customer_69,South,Electronics,Mouse,7,500,3500,295.44
511,2025-12-16,Customer_166,South,Electronics,Monitor,3,500,1500,384.29
512,2025-04-25,Customer_183,East,Furniture,Bookshelf,5,200,1000,277.01
513,2025-06-28,Customer_120,South,Furniture,Table,5,800,4000,778.16
514,2025-11-16,Customer_2,North,Furniture,Bookshelf,9,800,7200,2106.91
515,2025-07-11,Customer_77,East,Office Supplies,Marker,2,200,400,37.62
516,2025-05-22,Customer_67,East,Office Supplies,Paper,5,50,250,28.25
517,2025-05-04,Customer_170,West,Electronics,Headphones,6,800,4800,531.77
518,2025-01-14,Customer_67,East,Office Supplies,Stapler,7,200,1400,231.59
519,2025-01-19,Customer_88,South,Office Supplies,Marker,4,800,3200,632.38
520,2025-09-01,Customer_44,East,Office Supplies,Paper,9,50,450,65.08
521,2025-08-30,Customer_175,South,Electronics,Keyboard,6,800,4800,478.3
522,2025-07-01,Customer_85,West,Electronics,Keyboard,6,100,600,125.3
523,2025-08-26,Customer_163,North,Electronics,Monitor,10,500,5000,1438.73
524,2025-02-06,Customer_175,North,Furniture,Desk,7,500,3500,509.73
525,2025-01-28,Customer_88,South,Electronics,Mouse,7,500,3500,967.49
526,2025-08-23,Customer_200,South,Electronics,Keyboard,2,200,400,61.27
527,2025-04-01,Customer_116,North,Furniture,Chair,5,50,250,61.87
528,2025-03-28,Customer_196,West,Office Supplies,Notebook,2,50,100,21.52
529,2025-11-21,Customer_123,West,Furniture,Cabinet,7,20,140,12.36
530,2025-04-13,Customer_83,North,Office Supplies,Paper,9,50,450,37.77
531,2025-01-03,Customer_178,South,Office Supplies,Notebook,6,100,600,65.02
532,2025-07-16,Customer_43,East,Office Supplies,Marker,2,20,40,5.82
533,2025-05-29,Customer_112,East,Furniture,Bookshelf,3,100,300,89.75
534,2025-09-08,Customer_104,South,Furniture,Desk,1,50,50,6.47
535,2025-03-09,Customer_32,South,Electronics,Laptop,6,800,4800,1070.97
536,2025-01-20,Customer_153,North,Furniture,Table,1,800,800,83.03
537,2025-01-11,Customer_114,West,Electronics,Laptop,7,20,140,28.06
538,2025-08-31,Customer_178,South,Office Supplies,Notebook,1,100,100,17.26
539,2025-02-21,Customer_160,East,Office Supplies,Marker,10,800,8000,881.41
540,2025-02-23,Customer_73,North,Office Supplies,Marker,2,20,40,7.58
541,2025-11-08,Customer_92,South,Electronics,Keyboard,7,100,700,80.7
542,2025-10-08,Customer_85,West,Furniture,Desk,4,20,80,6.62
543,2025-02-15,Customer_39,West,Electronics,Headphones,2,500,1000,96.51
544,2025-02-21,Customer_76,West,Furniture,Desk,5,200,1000,91.02
545,2025-03-31,Customer_174,East,Electronics,Keyboard,6,200,1200,290.97
546,2025-02-18,Customer_170,South,Electronics,Laptop,3,100,300,47.6
547,2025-08-13,Customer_96,North,Office Supplies,Paper,6,50,300,31.51
548,2025-07-24,Customer_177,West,Furniture,Table,8,200,1600,356.39
549,2025-03-27,Customer_41,North,Electronics,Mouse,2,200,400,112.19
550,2025-09-05,Customer_157,South,Office Supplies,Stapler,7,100,700,150.15
551,2025-12-17,Customer_125,West,Office Supplies,Notebook,2,200,400,70.78
552,2025-02-02,Customer_181,North,Furniture,Table,9,800,7200,1489.41
553,2025-10-17,Customer_111,North,Electronics,Keyboard,4,200,800,124.85
554,2025-12-13,Customer_143,South,Office Supplies,Stapler,10,20,200,16.51
555,2025-03-22,Customer_43,West,Office Supplies,Stapler,2,200,400,60.22
556,2025-06-19,Customer_141,South,Furniture,Chair,7,200,1400,363.67
557,2025-02-10,Customer_23,West,Furniture,Cabinet,8,200,1600,239.25
558,2025-09-12,Customer_104,North,Office Supplies,Pen,7,20,140,28.36
559,2025-01-01,Customer_131,East,Electronics,Headphones,9,50,450,100.81
560,2025-08-22,Customer_58,North,Furniture,Table,8,100,800,162.59
561,2025-11-14,Customer_184,East,Office Supplies,Stapler,8,20,160,16.23
562,2025-12-04,Customer_91,East,Electronics,Laptop,5,500,2500,487.09
563,2025-12-26,Customer_127,South,Electronics,Laptop,3,800,2400,584.05
564,2025-07-29,Customer_49,South,Electronics,Keyboard,2,200,400,50.97
565,2025-04-08,Customer_194,North,Office Supplies,Paper,7,20,140,39.74
566,2025-12-11,Customer_118,West,Office Supplies,Pen,10,500,5000,548.1
567,2025-09-13,Customer_142,North,Electronics,Headphones,7,500,3500,651.86
568,2025-09-18,Customer_188,South,Electronics,Headphones,3,20,60,9.91
569,2025-11-04,Customer_108,West,Office Supplies,Paper,10,800,8000,1981.78
570,2025-05-21,Customer_116,East,Furniture,Table,3,50,150,25.62
571,2025-12-25,Customer_180,East,Office Supplies,Marker,9,100,900,212.95
572,2025-10-11,Customer_54,South,Office Supplies,Notebook,10,800,8000,1151.42
573,2025-06-26,Customer_129,South,Office Supplies,Notebook,9,800,7200,1584.81
574,2025-12-30,Customer_150,West,Electronics,Keyboard,10,800,8000,1889.82
575,2025-12-12,Customer_109,East,Office Supplies,Marker,1,500,500,51.71
576,2025-07-15,Customer_52,North,Electronics,Laptop,5,50,250,74.09
577,2025-12-16,Customer_177,North,Furniture,Desk,5,50,250,61.45
578,2025-01-17,Customer_158,North,Furniture,Cabinet,9,50,450,109.5
579,2025-10-15,Customer_178,East,Furniture,Desk,1,200,200,33.05
580,2025-12-17,Customer_4,North,Furniture,Bookshelf,5,50,250,54.13
581,2025-08-15,Customer_199,South,Electronics,Keyboard,4,100,400,71.5
582,2025-12-16,Customer_189,South,Electronics,Mouse,9,20,180,29.34
583,2025-08-08,Customer_34,East,Furniture,Bookshelf,3,500,1500,399.18
584,2025-01-03,Customer_11,South,Furniture,Cabinet,3,100,300,63.39
585,2025-11-17,Customer_147,West,Office Supplies,Paper,9,100,900,86.43
586,2025-12-29,Customer_48,South,Furniture,Bookshelf,9,20,180,45.54
587,2025-03-23,Customer_24,West,Furniture,Bookshelf,6,50,300,82.3
588,2025-12-06,Customer_76,East,Furniture,Table,4,500,2000,393.42
589,2025-10-15,Customer_172,North,Office Supplies,Pen,6,200,1200,159.45
590,2025-11-25,Customer_11,South,Office Supplies,Marker,6,200,1200,337.81
591,2025-02-28,Customer_7,East,Furniture,Table,9,100,900,173.83
592,2025-09-18,Customer_76,North,Furniture,Cabinet,4,100,400,77.22
593,2025-02-19,Customer_161,North,Electronics,Headphones,2,50,100,22.75
594,2025-04-20,Customer_53,North,Office Supplies,Stapler,9,800,7200,1967.76
595,2025-08-11,Customer_7,South,Office Supplies,Pen,8,800,6400,979.06
596,2025-02-14,Customer_65,South,Electronics,Laptop,9,20,180,37.17
597,2025-04-27,Customer_116,West,Furniture,Cabinet,7,200,1400,209.45
598,2025-07-19,Customer_165,North,Office Supplies,Pen,10,20,200,49.26
599,2025-10-27,Customer_129,East,Electronics,Laptop,2,100,200,50.62
600,2025-06-04,Customer_196,East,Office Supplies,Pen,8,200,1600,267.08
601,2025-12-05,Customer_137,South,Electronics,Monitor,4,50,200,48.86
602,2025-10-07,Customer_174,East,Furniture,Desk,6,20,120,24.21
603,2025-10-12,Customer_2,North,Electronics,Laptop,10,500,5000,833.49
604,2025-10-08,Customer_192,South,Electronics,Keyboard,6,50,300,51.24
605,2025-11-27,Customer_48,South,Office Supplies,Notebook,4,500,2000,527.29
606,2025-04-10,Customer_193,North,Electronics,Mouse,9,200,1800,399.29
607,2025-02-07,Customer_26,East,Furniture,Chair,4,800,3200,664.74
608,2025-06-19,Customer_26,South,Furniture,Desk,5,500,2500,238.39
609,2025-04-10,Customer_85,West,Furniture,Cabinet,10,800,8000,1177.99
610,2025-10-27,Customer_81,East,Electronics,Headphones,7,50,350,28.37
611,2025-05-07,Customer_93,East,Electronics,Monitor,3,800,2400,579.01
612,2025-09-03,Customer_199,East,Furniture,Cabinet,5,200,1000,201.37
613,2025-03-31,Customer_72,North,Office Supplies,Marker,3,500,1500,184.82
614,2025-11-17,Customer_130,North,Electronics,Laptop,1,500,500,103.68
615,2025-10-30,Customer_140,East,Electronics,Laptop,9,200,1800,402.95
616,2025-03-18,Customer_198,South,Furniture,Cabinet,10,800,8000,2148.61
617,2025-03-10,Customer_102,North,Furniture,Bookshelf,6,500,3000,246.99
618,2025-05-03,Customer_115,South,Office Supplies,Notebook,3,50,150,30.69
619,2025-10-17,Customer_92,West,Office Supplies,Notebook,1,50,50,12.38
620,2025-04-29,Customer_60,East,Electronics,Keyboard,1,800,800,100.39
621,2025-07-04,Customer_12,West,Furniture,Cabinet,1,800,800,121.04
622,2025-12-27,Customer_149,East,Office Supplies,Paper,9,500,4500,532.11
623,2025-12-01,Customer_133,North,Furniture,Table,5,200,1000,293.99
624,2025-04-25,Customer_89,East,Office Supplies,Stapler,8,200,1600,440.28
625,2025-01-04,Customer_43,West,Office Supplies,Notebook,4,20,80,15.46
626,2025-05-24,Customer_41,South,Electronics,Mouse,6,500,3000,713.42
627,2025-03-02,Customer_85,West,Office Supplies,Notebook,2,200,400,91.42
628,2025-09-03,Customer_166,South,Electronics,Headphones,7,20,140,18.71
629,2025-03-07,Customer_35,South,Office Supplies,Marker,9,20,180,49.68
630,2025-03-17,Customer_47,East,Electronics,Mouse,9,200,1800,381.35
631,2025-10-16,Customer_22,East,Office Supplies,Pen,4,200,800,170.75
632,2025-08-30,Customer_106,South,Furniture,Desk,10,50,500,127.41
633,2025-04-04,Customer_43,East,Office Supplies,Marker,6,200,1200,253.48
634,2025-02-05,Customer_34,West,Electronics,Monitor,2,20,40,4.98
635,2025-09-16,Customer_156,South,Office Supplies,Stapler,2,50,100,18.47
636,2025-11-11,Customer_24,North,Office Supplies,Pen,8,800,6400,695.5
637,2025-11-05,Customer_134,West,Office Supplies,Pen,7,100,700,190.72
638,2025-12-24,Customer_124,South,Office Supplies,Stapler,7,100,700,146.71
639,2025-12-23,Customer_35,West,Office Supplies,Pen,5,200,1000,248.49
640,2025-02-12,Customer_66,West,Furniture,Bookshelf,4,20,80,18.88
641,2025-01-04,Customer_134,North,Office Supplies,Marker,1,200,200,44.8
642,2025-12-19,Customer_28,East,Furniture,Cabinet,3,200,600,134.01
643,2025-05-10,Customer_145,West,Furniture,Bookshelf,6,500,3000,421.87
644,2025-12-15,Customer_142,West,Furniture,Desk,9,200,1800,214.77
645,2025-10-14,Customer_79,East,Office Supplies,Stapler,10,100,1000,250.32
646,2025-07-23,Customer_192,North,Office Supplies,Notebook,4,200,800,201.83
647,2025-03-24,Customer_87,West,Electronics,Mouse,9,500,4500,1050.09
648,2025-12-28,Customer_163,West,Electronics,Mouse,1,20,20,5.22
649,2025-08-30,Customer_17,North,Office Supplies,Stapler,5,50,250,40.4
650,2025-11-08,Customer_158,West,Electronics,Monitor,9,100,900,212.9
651,2025-11-02,Customer_113,West,Electronics,Mouse,1,50,50,13.36
652,2025-09-23,Customer_154,North,Furniture,Desk,9,500,4500,1051.47
653,2025-11-11,Customer_62,East,Electronics,Laptop,1,50,50,4.96
654,2025-05-22,Customer_104,West,Furniture,Table,10,50,500,96.95
655,2025-12-27,Customer_186,East,Electronics,Laptop,9,500,4500,704.61
656,2025-05-22,Customer_117,South,Electronics,Headphones,7,500,3500,283.58
657,2025-03-31,Customer_144,North,Furniture,Bookshelf,2,500,1000,144.74
658,2025-03-01,Customer_178,East,Office Supplies,Paper,8,200,1600,326.24
659,2025-05-05,Customer_151,West,Furniture,Cabinet,1,200,200,21.12
660,2025-02-04,Customer_81,South,Furniture,Desk,7,100,700,135.54
661,2025-01-05,Customer_74,South,Office Supplies,Paper,2,200,400,91.29
662,2025-06-25,Customer_122,South,Electronics,Headphones,6,100,600,76.85
663,2025-10-21,Customer_128,South,Furniture,Desk,4,50,200,48.36
664,2025-05-16,Customer_64,South,Electronics,Mouse,10,100,1000,114.32
665,2025-02-24,Customer_158,West,Electronics,Laptop,1,500,500,145.38
666,2025-09-04,Customer_127,East,Furniture,Bookshelf,10,100,1000,187.98
667,2025-09-19,Customer_193,South,Furniture,Cabinet,10,50,500,45.96
668,2025-08-05,Customer_129,North,Furniture,Bookshelf,6,200,1200,323.15
669,2025-03-31,Customer_81,West,Furniture,Chair,1,20,20,4.57
670,2025-07-14,Customer_93,East,Office Supplies,Pen,10,100,1000,121.17
671,2025-05-15,Customer_157,West,Electronics,Keyboard,6,100,600,72.28
672,2025-08-06,Customer_94,East,Electronics,Monitor,7,100,700,125.41
673,2025-10-20,Customer_26,South,Electronics,Headphones,5,50,250,50.54
674,2025-07-15,Customer_122,South,Electronics,Mouse,1,50,50,8.64
675,2025-03-10,Customer_125,East,Office Supplies,Marker,5,100,500,101.84
676,2025-10-18,Customer_177,North,Electronics,Monitor,3,20,60,7.64
677,2025-05-11,Customer_191,West,Furniture,Chair,6,100,600,95.65
678,2025-10-14,Customer_6,East,Office Supplies,Paper,7,20,140,22.01
679,2025-12-14,Customer_200,South,Office Supplies,Notebook,5,100,500,75.76
680,2025-09-19,Customer_98,North,Furniture,Cabinet,10,100,1000,182.03
681,2025-03-16,Customer_162,West,Electronics,Keyboard,10,500,5000,845.25
682,2025-02-06,Customer_59,East,Electronics,Mouse,6,100,600,134.2
683,2025-12-30,Customer_70,West,Furniture,Bookshelf,8,100,800,195.63
684,2025-09-24,Customer_48,South,Furniture,Cabinet,1,50,50,12.01
685,2025-12-05,Customer_43,South,Furniture,Chair,7,20,140,14.14
686,2025-08-31,Customer_198,North,Office Supplies,Pen,7,500,3500,869.05
687,2025-02-12,Customer_22,South,Electronics,Keyboard,7,100,700,91.32
688,2025-05-26,Customer_135,South,Furniture,Desk,3,20,60,5.26
689,2025-07-02,Customer_139,West,Furniture,Cabinet,5,500,2500,444.66
690,2025-12-24,Customer_162,West,Office Supplies,Notebook,10,200,2000,390.32
691,2025-11-24,Customer_124,East,Office Supplies,Paper,9,50,450,115.67
692,2025-08-15,Customer_67,West,Furniture,Table,3,100,300,24.7
693,2025-09-25,Customer_121,East,Electronics,Keyboard,9,20,180,41.64
694,2025-09-09,Customer_197,North,Furniture,Table,7,100,700,147.94
695,2025-01-04,Customer_106,South,Office Supplies,Paper,9,200,1800,300.32
696,2025-03-25,Customer_57,West,Office Supplies,Stapler,5,20,100,17.29
697,2025-05-03,Customer_73,East,Office Supplies,Marker,9,100,900,153.75
698,2025-02-05,Customer_29,East,Electronics,Mouse,8,500,4000,718.44
699,2025-12-25,Customer_83,South,Office Supplies,Stapler,1,50,50,4.55
700,2025-10-01,Customer_73,North,Electronics,Mouse,5,50,250,59.34
701,2025-01-05,Customer_4,South,Electronics,Laptop,8,50,400,62.09
702,2025-06-09,Customer_179,West,Furniture,Table,1,100,100,9.76
703,2025-03-16,Customer_19,West,Electronics,Keyboard,9,200,1800,215.92
704,2025-05-09,Customer_197,North,Furniture,Chair,4,200,800,199.74
705,2025-08-15,Customer_118,South,Electronics,Laptop,2,500,1000,226.52
706,2025-04-17,Customer_83,East,Furniture,Cabinet,3,800,2400,576.51
707,2025-10-09,Customer_124,East,Office Supplies,Pen,5,50,250,39.82
708,2025-01-27,Customer_61,North,Office Supplies,Notebook,7,100,700,58.32
709,2025-05-22,Customer_63,West,Office Supplies,Pen,1,20,20,4.16
710,2025-12-20,Customer_96,South,Furniture,Bookshelf,2,50,100,11.47
711,2025-02-16,Customer_195,East,Office Supplies,Marker,1,20,20,3.16
712,2025-03-20,Customer_33,North,Office Supplies,Marker,8,50,400,59.87
713,2025-10-13,Customer_188,West,Office Supplies,Paper,4,20,80,18.53
714,2025-07-03,Customer_11,East,Office Supplies,Notebook,8,800,6400,1128.0
715,2025-05-31,Customer_146,South,Office Supplies,Stapler,3,500,1500,234.73
716,2025-08-28,Customer_18,South,Furniture,Bookshelf,9,50,450,80.49
717,2025-05-15,Customer_1,West,Office Supplies,Paper,9,200,1800,434.53
718,2025-01-10,Customer_83,South,Office Supplies,Paper,2,800,1600,468.44
719,2025-07-18,Customer_197,West,Electronics,Headphones,9,50,450,96.69
720,2025-06-15,Customer_25,North,Furniture,Table,9,800,7200,681.62
721,2025-03-08,Customer_28,South,Electronics,Laptop,8,50,400,40.69
722,2025-10-20,Customer_135,West,Office Supplies,Stapler,10,800,8000,1678.93
723,2025-01-26,Customer_4,North,Furniture,Desk,4,800,3200,601.95
724,2025-02-10,Customer_143,East,Furniture,Chair,7,100,700,178.31
725,2025-01-30,Customer_188,North,Office Supplies,Paper,2,100,200,19.43
726,2025-04-21,Customer_186,North,Office Supplies,Pen,4,500,2000,329.55
727,2025-04-09,Customer_143,South,Office Supplies,Notebook,9,200,1800,439.46
728,2025-11-23,Customer_180,West,Office Supplies,Paper,7,20,140,16.34
729,2025-04-03,Customer_169,East,Office Supplies,Stapler,3,500,1500,449.48
730,2025-08-15,Customer_96,East,Furniture,Table,7,800,5600,978.48
731,2025-06-15,Customer_97,South,Office Supplies,Notebook,9,800,7200,978.48
732,2025-08-20,Customer_186,North,Furniture,Cabinet,1,100,100,21.11
733,2025-09-23,Customer_77,North,Electronics,Keyboard,4,50,200,53.65
